grid_size,num_robots,seed,time_taken,total_steps,coverage_pct,completeness,collisions,frozen_robots,overlap_area,robots_completed,avg_cells_per_robot,avg_path_per_robot,total_coverage,num_replans,area_R1,area_R2,area_R3,area_R4,area_R5,area_R6,area_R7,area_R8,area_R9,area_R10,area_R11,area_R12,area_R13,area_R14,area_R15,area_R16,area_R17,area_R18,area_R19,area_R20,area_R21,area_R22,area_R23,area_R24,area_R25,area_R26,area_R27,area_R28,area_R29,area_R30,area_R31,area_R32,area_R33,area_R34,area_R35,area_R36,area_R37,area_R38,area_R39,area_R40
16,20,22,59,59,99.58,N,2,0,6,18,12.2,12.2,237,0,9,22,23,12,7,11,10,29,8,9,8,8,13,17,14,4,3,10,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20,23,55,55,98.74,N,3,0,14,17,12.6,12.6,235,1,8,26,8,7,9,5,9,16,17,27,10,16,15,9,9,8,6,21,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20,24,67,67,96.64,N,3,0,9,17,12.35,12.35,230,2,7,9,31,11,11,10,9,10,8,5,13,14,11,10,14,12,8,8,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20,25,59,59,99.16,N,3,0,7,17,12.25,12.25,236,2,29,10,3,11,15,12,9,19,5,8,10,23,19,23,12,7,7,2,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,1,57,57,100,Y,3,0,15,22,10.12,10.12,238,3,11,8,6,6,11,4,8,15,20,25,7,6,7,7,6,8,4,20,4,9,8,6,8,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,2,46,46,100,Y,2,0,4,23,9.68,9.68,238,0,35,8,7,8,27,4,4,10,5,3,26,9,7,7,8,5,11,3,15,7,2,3,6,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,3,55,55,98.32,N,3,0,11,22,9.96,9.96,234,3,5,12,4,9,3,5,8,12,18,16,3,4,4,8,7,5,11,19,8,7,3,13,21,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,4,51,51,98.32,N,1,0,3,24,9.64,9.64,234,0,7,6,7,11,25,4,5,8,16,20,5,16,7,8,8,8,10,9,7,8,7,6,6,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,5,33,33,99.16,N,3,0,4,22,9.68,9.68,236,0,4,14,11,4,9,8,12,9,10,14,9,16,15,10,10,9,2,8,9,7,13,10,13,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,6,38,38,100,Y,3,0,5,22,9.72,9.72,238,0,8,15,7,11,8,7,14,9,12,7,23,23,3,9,12,7,4,12,5,3,4,16,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,7,34,34,100,Y,1,0,3,24,9.64,9.64,238,0,9,8,14,3,9,12,9,4,12,25,22,8,11,5,10,6,4,12,19,5,12,10,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,8,33,33,100,Y,4,0,14,21,10.08,10.08,238,2,13,4,12,15,16,6,2,10,4,5,7,16,9,6,14,21,7,14,14,8,7,3,5,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,9,37,37,98.74,N,2,0,8,23,9.72,9.72,235,0,6,10,8,11,13,9,10,10,15,17,9,9,10,8,7,7,18,7,13,7,6,9,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,10,40,40,100,Y,0,0,0,25,9.52,9.52,238,0,12,4,15,5,12,11,22,19,4,5,4,6,9,20,7,5,4,6,6,7,3,9,11,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,11,39,39,100,Y,0,0,4,25,9.68,9.68,238,0,5,5,8,31,11,17,9,8,24,11,7,4,9,7,8,16,13,8,4,9,5,5,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,12,57,57,98.74,N,3,0,4,22,9.68,9.68,235,0,5,9,6,5,5,6,18,7,9,16,17,6,28,5,4,7,22,6,11,11,2,12,7,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,13,45,45,100,Y,3,0,5,22,9.72,9.72,238,0,8,8,10,19,18,26,6,12,17,7,7,5,5,14,4,7,7,4,9,13,12,8,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,14,33,33,100,Y,2,0,4,23,9.68,9.68,238,0,12,9,17,8,6,5,6,9,6,9,10,7,10,17,3,6,11,6,27,19,8,8,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,15,47,47,98.74,N,3,0,5,22,9.72,9.72,235,0,14,17,11,23,7,23,3,8,7,9,7,10,6,6,4,6,9,10,14,6,11,8,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,16,59,59,99.16,N,4,0,5,21,9.72,9.72,236,0,5,6,4,6,10,18,5,10,29,10,17,3,9,6,8,19,4,8,9,25,8,9,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,17,35,35,100,Y,1,0,4,24,9.68,9.68,238,0,6,5,12,8,7,11,21,7,7,11,8,6,19,6,20,15,6,12,6,10,5,6,4,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,18,55,55,100,Y,2,0,6,23,9.76,9.76,238,2,29,6,3,4,5,6,6,42,14,5,5,5,6,11,4,9,10,5,3,17,11,9,13,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,19,24,24,100,Y,2,0,3,23,9.64,9.64,238,0,18,8,11,10,14,10,6,11,7,8,15,18,5,6,8,9,12,6,16,8,7,5,10,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,20,31,31,100,Y,2,0,5,23,9.72,9.72,238,0,8,17,10,4,23,8,4,9,10,8,6,9,11,9,7,9,10,8,3,20,17,10,7,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,21,35,35,100,Y,2,0,5,23,9.72,9.72,238,0,7,11,3,9,10,13,11,16,10,4,5,8,12,22,24,9,9,4,9,8,7,13,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,22,57,57,98.74,N,1,0,6,24,9.64,9.64,235,0,9,14,11,13,7,9,10,13,7,7,5,8,12,11,14,4,3,6,28,8,14,5,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,23,55,55,99.58,N,2,0,4,23,9.68,9.68,237,0,8,10,8,6,8,5,9,16,12,27,9,16,14,9,8,8,3,14,6,8,6,7,13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,24,41,41,99.58,N,2,0,7,23,9.76,9.76,237,0,5,4,16,11,4,9,9,8,7,5,11,19,9,9,7,11,8,5,17,20,9,19,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,25,47,47,100,Y,2,0,12,23,10,10,238,1,17,9,3,11,8,12,9,7,5,11,8,8,29,18,13,4,2,2,7,11,6,6,20,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,30,1,57,57,99.16,N,2,0,3,28,8.03,8.03,236,0,5,8,6,5,28,5,6,15,17,8,6,5,7,5,17,7,4,12,4,5,8,5,6,7,14,4,3,5,8,6,0,0,0,0,0,0,0,0,0,0
16,30,2,49,49,99.16,N,0,0,6,30,8.13,8.13,236,1,23,7,6,10,18,3,4,10,2,2,23,9,7,7,5,7,11,3,14,4,1,3,6,9,5,6,7,3,6,23,0,0,0,0,0,0,0,0,0,0
16,30,3,26,26,100,Y,1,0,1,29,7.97,7.97,238,0,5,12,4,7,3,7,5,12,11,12,3,3,3,8,7,4,7,20,8,7,3,9,10,18,17,4,4,3,21,2,0,0,0,0,0,0,0,0,0,0
16,30,4,36,36,100,Y,1,0,3,29,8.03,8.03,238,0,7,6,7,7,8,4,5,6,15,18,5,12,7,9,8,7,10,5,7,8,7,6,6,9,19,9,8,6,6,4,0,0,0,0,0,0,0,0,0,0
16,30,5,21,21,100,Y,0,0,1,30,7.97,7.97,238,0,5,11,11,4,7,5,12,7,10,14,6,16,9,10,7,8,2,7,9,6,10,10,13,9,6,5,7,6,5,2,0,0,0,0,0,0,0,0,0,0
16,30,6,26,26,100,Y,1,0,9,29,8.23,8.23,238,0,10,21,5,11,6,6,17,9,8,5,18,10,3,9,9,6,4,11,6,3,4,11,9,5,6,4,4,12,5,10,0,0,0,0,0,0,0,0,0,0
16,30,7,41,41,99.58,N,4,0,9,26,8.2,8.2,237,0,9,8,9,4,8,10,9,4,13,7,14,8,8,5,10,6,4,14,5,5,9,10,4,4,4,7,13,5,20,10,0,0,0,0,0,0,0,0,0,0
16,30,8,23,23,100,Y,2,0,3,28,8.03,8.03,238,1,7,4,10,13,9,6,2,6,4,5,6,6,8,7,14,15,6,14,14,5,5,7,5,14,9,5,5,11,8,11,0,0,0,0,0,0,0,0,0,0
16,30,9,24,24,100,Y,1,0,7,29,8.17,8.17,238,0,6,10,8,11,8,9,4,10,10,9,9,9,8,8,7,7,18,3,9,8,6,8,6,7,7,5,6,13,8,8,0,0,0,0,0,0,0,0,0,0
16,30,10,27,27,100,Y,4,0,7,26,8.17,8.17,238,0,9,4,11,3,11,12,13,14,4,5,4,6,16,8,7,5,4,9,6,7,3,10,11,15,1,20,7,10,2,8,0,0,0,0,0,0,0,0,0,0
16,30,11,31,31,100,Y,2,0,2,28,8,8,238,0,3,5,8,23,7,12,9,8,15,8,5,4,9,8,8,7,9,8,3,9,5,7,8,5,5,13,20,5,1,3,0,0,0,0,0,0,0,0,0,0
16,30,12,53,53,100,Y,2,0,9,28,8.23,8.23,238,0,5,6,6,4,6,5,9,8,10,11,12,5,28,6,4,6,10,6,9,7,2,13,6,10,7,4,15,11,6,10,0,0,0,0,0,0,0,0,0,0
16,30,13,49,49,98.74,N,3,0,8,27,8.2,8.2,235,2,6,7,8,14,21,10,6,12,4,7,6,5,6,14,4,5,6,4,6,13,7,7,5,6,5,11,6,5,6,24,0,0,0,0,0,0,0,0,0,0
16,30,14,33,33,100,Y,1,0,2,29,8,8,238,0,15,7,17,4,6,5,6,9,6,8,6,4,7,17,3,4,16,6,27,15,8,8,9,4,4,4,4,1,7,3,0,0,0,0,0,0,0,0,0,0
16,30,15,39,39,99.58,N,2,0,3,28,8.03,8.03,237,0,12,17,10,12,9,19,3,7,7,8,3,5,6,6,4,6,9,10,11,6,19,3,15,6,2,5,7,6,3,5,0,0,0,0,0,0,0,0,0,0
16,30,16,54,54,100,Y,2,0,17,28,8.5,8.5,238,2,4,6,6,6,6,14,5,8,14,12,12,3,10,6,6,9,4,8,7,26,7,7,3,4,7,11,8,2,1,33,0,0,0,0,0,0,0,0,0,0
16,30,17,39,39,100,Y,1,0,9,29,8.23,8.23,238,0,5,5,8,11,7,9,17,7,6,11,4,6,24,4,7,15,6,11,6,8,4,6,4,21,4,3,6,2,10,10,0,0,0,0,0,0,0,0,0,0
16,30,18,52,52,100,Y,3,0,6,27,8.13,8.13,238,0,37,6,2,5,4,8,6,17,14,5,5,5,6,13,4,5,8,5,3,9,12,7,6,5,8,3,11,9,9,7,0,0,0,0,0,0,0,0,0,0
16,30,19,26,26,100,Y,2,0,4,28,8.07,8.07,238,0,18,8,7,10,19,10,4,10,3,8,15,16,4,6,4,8,12,6,9,8,4,5,8,6,4,5,10,4,6,5,0,0,0,0,0,0,0,0,0,0
16,30,20,41,41,99.58,N,2,0,9,28,8.23,8.23,237,0,8,11,10,4,16,8,4,7,10,8,4,9,11,9,6,7,3,5,3,4,25,10,7,9,6,10,6,4,3,20,0,0,0,0,0,0,0,0,0,0
16,30,21,49,49,99.58,N,4,0,14,26,8.4,8.4,237,2,6,8,3,7,10,19,11,11,10,4,5,5,10,12,24,8,9,4,9,4,7,12,3,6,5,5,10,6,1,18,0,0,0,0,0,0,0,0,0,0
16,30,22,30,30,100,Y,2,0,6,28,8.13,8.13,238,0,9,12,11,6,7,5,9,15,7,7,5,7,7,7,6,4,3,6,12,8,26,5,8,7,7,10,9,6,6,7,0,0,0,0,0,0,0,0,0,0
16,30,23,34,34,100,Y,3,0,6,27,8.13,8.13,238,0,6,13,8,5,8,6,11,14,5,12,5,10,14,9,8,9,4,8,5,4,6,8,8,6,3,26,4,4,8,7,0,0,0,0,0,0,0,0,0,0
16,30,24,27,27,100,Y,3,0,4,27,8.07,8.07,238,0,5,4,16,10,4,9,6,7,7,5,9,17,6,13,7,8,6,8,12,20,7,15,5,3,4,6,5,6,7,5,0,0,0,0,0,0,0,0,0,0
16,30,25,28,28,100,Y,3,0,6,27,8.13,8.13,238,0,15,11,3,8,18,11,8,7,7,11,6,6,7,14,12,4,2,2,6,7,5,5,17,6,14,8,7,5,5,7,0,0,0,0,0,0,0,0,0,0
16,35,1,43,43,97.9,N,2,0,12,33,7,7,233,4,15,7,4,5,6,5,4,15,15,17,6,5,7,5,5,6,4,7,4,5,6,6,3,7,10,4,3,4,9,8,4,1,7,5,21,0,0,0,0,0
16,35,2,28,28,100,Y,2,0,7,33,7,7,238,0,14,7,6,10,12,3,4,8,2,2,6,9,7,7,6,7,7,3,14,4,1,3,6,4,5,6,7,3,4,23,8,14,8,7,8,0,0,0,0,0
16,35,3,23,23,100,Y,1,0,7,34,7,7,238,0,5,15,4,7,3,5,5,12,10,12,3,5,3,5,7,4,7,4,9,4,3,4,10,5,16,4,4,3,16,2,12,17,7,5,8,0,0,0,0,0
16,35,4,36,36,100,Y,0,0,3,35,6.89,6.89,238,0,7,9,5,7,8,4,5,10,15,5,1,12,7,8,8,4,8,5,7,8,7,6,4,5,19,5,8,6,4,7,5,11,3,4,4,0,0,0,0,0
16,35,5,20,20,100,Y,2,0,3,33,6.89,6.89,238,0,5,10,8,3,7,4,4,6,6,10,6,8,7,10,7,8,2,6,14,6,10,10,9,9,5,4,7,6,5,2,5,8,10,10,4,0,0,0,0,0
16,35,6,22,22,100,Y,2,0,3,33,6.89,6.89,238,0,7,18,3,8,5,4,15,10,12,5,14,7,3,9,10,5,5,9,6,4,4,8,9,5,5,4,3,10,3,5,6,3,9,4,4,0,0,0,0,0
16,35,7,25,25,100,Y,2,0,3,33,6.89,6.89,238,0,9,8,6,4,8,10,9,4,11,6,13,8,5,5,10,6,4,7,4,4,11,10,3,4,4,5,11,3,18,7,4,10,5,1,4,0,0,0,0,0
16,35,8,29,29,98.74,N,1,0,2,34,6.86,6.86,235,1,7,4,8,11,7,6,2,6,3,5,5,7,8,7,14,14,6,4,14,5,5,5,4,14,5,5,7,9,3,8,6,5,4,3,14,0,0,0,0,0
16,35,9,20,20,100,Y,1,0,4,34,6.91,6.91,238,0,6,12,5,10,8,9,4,10,8,8,7,8,3,7,7,7,16,3,9,3,6,7,6,7,6,5,4,6,8,8,5,7,5,7,5,0,0,0,0,0
16,35,10,25,25,100,Y,2,0,3,33,6.89,6.89,238,0,11,4,11,3,13,3,12,11,4,4,5,6,13,6,4,4,4,11,6,6,3,10,7,13,1,17,7,5,2,7,3,7,6,8,4,0,0,0,0,0
16,35,11,31,31,98.74,N,2,0,3,33,6.89,6.89,235,0,4,5,7,15,5,10,6,8,12,7,4,4,8,6,6,7,7,8,3,10,5,5,8,5,7,8,15,5,1,3,11,7,4,8,7,0,0,0,0,0
16,35,12,53,53,100,Y,3,0,8,32,7.03,7.03,238,0,5,6,6,4,6,5,6,8,6,11,7,5,28,6,3,6,8,6,9,4,2,10,6,6,7,5,10,12,6,9,4,3,8,4,9,0,0,0,0,0
16,35,13,35,35,97.9,N,4,0,5,31,6.86,6.86,233,0,6,7,7,10,13,9,6,11,17,7,6,5,6,4,4,5,6,5,6,7,7,7,5,6,5,7,6,5,4,12,10,2,6,3,8,0,0,0,0,0
16,35,14,34,34,100,Y,1,0,6,34,6.97,6.97,238,2,15,7,12,4,4,5,6,6,6,8,8,5,7,17,3,4,16,5,21,9,7,5,9,5,3,4,3,1,4,3,9,1,8,2,12,0,0,0,0,0
16,35,15,23,23,100,Y,2,0,5,33,6.94,6.94,238,0,11,17,7,15,9,19,3,5,7,8,3,5,6,4,4,5,9,10,11,6,5,6,14,5,2,5,6,5,3,5,5,7,1,4,6,0,0,0,0,0
16,35,16,31,31,100,Y,1,0,4,34,6.91,6.91,238,0,4,4,6,4,9,14,5,8,14,10,13,3,8,6,6,9,4,4,7,16,7,6,3,4,7,11,8,2,1,9,5,17,2,1,5,0,0,0,0,0
16,35,17,45,45,97.06,N,2,0,7,33,6.91,6.91,231,1,5,5,6,7,7,9,8,8,6,5,4,6,22,4,5,5,6,11,6,6,4,6,4,12,4,3,4,2,10,9,6,12,7,2,16,0,0,0,0,0
16,35,18,36,36,100,Y,3,0,4,32,6.91,6.91,238,0,25,6,2,5,4,6,6,20,4,5,5,5,6,13,4,3,6,5,3,5,6,7,4,12,6,3,9,9,5,7,13,5,8,5,5,0,0,0,0,0
16,35,19,21,21,100,Y,2,0,9,33,7.06,7.06,238,0,13,4,5,10,11,11,7,11,2,5,17,12,4,6,4,5,10,6,8,8,4,4,7,9,4,5,11,4,6,5,6,4,4,5,10,0,0,0,0,0
16,35,20,39,39,96.64,N,1,0,9,34,7.06,7.06,230,1,8,9,9,5,14,8,3,7,6,7,4,9,8,9,6,7,3,5,3,3,11,9,8,3,6,10,6,4,3,11,3,8,7,6,19,0,0,0,0,0
16,35,21,25,25,100,Y,0,0,4,35,6.91,6.91,238,0,6,5,3,7,10,13,6,9,9,4,5,5,6,8,19,8,7,4,12,4,8,9,3,6,5,4,6,6,1,9,8,9,6,7,5,0,0,0,0,0
16,35,22,20,20,100,Y,0,0,3,35,6.89,6.89,238,0,9,6,14,6,7,5,7,6,7,7,5,8,7,7,6,4,3,6,12,7,7,5,9,8,6,4,7,6,6,7,6,11,7,9,4,0,0,0,0,0
16,35,23,27,27,100,Y,1,0,3,34,6.89,6.89,238,0,6,13,8,4,8,4,9,13,5,5,5,10,14,9,8,8,3,6,5,3,6,7,8,6,3,6,4,4,7,7,15,8,7,3,4,0,0,0,0,0
16,35,24,26,26,100,Y,1,0,3,34,6.89,6.89,238,0,5,4,16,13,4,7,6,7,7,4,7,13,6,11,7,7,4,4,9,20,5,7,5,3,4,6,5,6,8,4,7,4,5,7,4,0,0,0,0,0
16,35,25,25,25,100,Y,3,0,3,32,6.89,6.89,238,0,12,9,3,8,16,9,6,7,5,10,6,6,7,14,10,3,2,2,5,5,5,4,17,3,8,16,7,5,4,8,5,2,3,5,4,0,0,0,0,0
16,40,1,39,39,99.16,N,2,0,9,38,6.17,6.17,236,1,13,5,2,5,6,5,3,14,17,17,6,4,6,5,5,4,4,6,4,5,6,5,3,7,8,4,3,4,7,8,3,1,6,4,11,3,3,3,3,19
16,40,2,28,28,100,Y,2,0,4,38,6.05,6.05,238,0,8,7,6,10,13,3,4,7,2,2,6,9,7,7,5,7,7,3,8,4,1,3,6,2,5,5,7,3,4,23,3,14,5,5,8,3,5,3,7,5
16,40,3,20,20,100,Y,2,0,7,38,6.12,6.12,238,0,5,11,4,7,3,5,5,7,10,12,3,3,3,5,6,4,7,4,9,4,3,3,9,4,16,4,4,3,11,2,7,13,6,4,8,5,6,3,9,8
16,40,4,28,28,100,Y,1,0,5,39,6.08,6.08,238,0,4,7,5,7,7,4,5,10,9,5,1,14,4,8,7,4,8,5,7,7,7,6,4,5,15,5,5,6,4,4,5,5,3,4,4,7,6,6,8,6
16,40,5,37,37,99.58,N,1,0,3,39,6.03,6.03,237,0,5,9,4,3,7,3,4,6,6,10,5,8,7,10,7,6,2,6,7,6,10,7,9,4,5,4,8,6,5,2,5,4,18,6,3,3,6,3,7,5
16,40,6,19,19,100,Y,1,0,6,39,6.1,6.1,238,0,7,8,3,8,4,4,7,9,15,5,4,6,3,3,10,4,3,9,7,4,4,9,9,5,5,4,3,10,3,5,6,3,7,4,4,10,3,9,11,7
16,40,7,33,33,97.9,N,2,0,3,38,6.03,6.03,233,0,8,2,6,2,7,10,6,3,10,6,16,6,5,5,10,6,4,8,4,4,7,10,3,4,4,4,8,3,10,9,4,10,4,1,4,3,4,4,8,9
16,40,8,27,27,100,Y,3,0,5,37,6.08,6.08,238,0,7,4,7,10,7,6,2,6,3,5,5,5,7,2,8,13,6,3,10,5,5,5,4,12,5,3,7,8,3,7,6,5,4,3,14,4,6,12,3,6
16,40,9,18,18,100,Y,1,0,4,39,6.05,6.05,238,0,6,12,5,10,7,6,4,9,8,6,8,7,4,7,6,6,15,3,7,3,4,7,6,5,6,5,4,3,7,7,5,7,4,5,5,6,6,4,2,5
16,40,10,33,33,99.16,N,2,0,6,38,6.1,6.1,236,2,10,4,11,3,10,2,4,7,4,4,4,6,4,6,4,4,4,9,4,4,3,11,7,13,1,11,6,5,2,5,3,7,6,7,4,5,7,12,5,16
16,40,11,21,21,100,Y,1,0,4,39,6.05,6.05,238,0,4,5,7,6,5,10,5,8,16,7,4,4,8,6,4,5,4,8,3,9,5,5,8,5,5,5,11,5,1,3,3,7,4,8,7,4,7,10,6,5
16,40,12,47,47,99.58,N,5,0,6,35,6.08,6.08,237,0,4,6,6,4,5,5,4,5,5,8,12,5,23,6,3,6,7,6,10,4,3,9,6,7,8,4,7,1,4,7,3,4,8,4,6,2,2,5,12,7
16,40,13,18,18,100,Y,1,0,4,39,6.05,6.05,238,0,5,6,7,4,13,7,5,13,14,7,6,5,8,4,4,7,6,4,5,3,6,7,5,6,5,4,5,5,4,10,8,2,4,3,4,7,6,10,3,5
16,40,14,19,19,100,Y,1,0,5,39,6.08,6.08,238,2,5,7,11,4,4,5,6,5,6,5,7,5,7,12,3,4,12,5,10,11,7,5,7,5,3,2,3,1,4,2,14,1,8,2,8,3,7,6,10,11
16,40,15,21,21,100,Y,2,0,3,38,6.03,6.03,238,0,11,13,5,15,9,7,3,5,6,7,3,5,5,4,4,5,3,6,10,6,5,5,13,5,2,4,6,5,3,5,5,4,1,4,4,4,13,9,8,4
16,40,16,25,25,100,Y,1,0,2,39,6,6,238,0,4,4,6,4,5,6,2,8,12,10,13,3,20,5,6,7,4,4,4,9,7,6,3,4,7,11,8,2,1,3,5,6,2,1,5,5,4,15,6,3
16,40,17,25,25,100,Y,1,0,3,39,6.03,6.03,238,0,5,5,2,11,5,6,8,3,7,5,4,6,22,4,4,5,4,11,7,6,4,6,3,7,4,3,4,2,9,4,6,12,7,2,12,5,6,8,3,4
16,40,18,32,32,100,Y,1,0,2,39,6,6,238,0,23,6,2,5,5,5,6,20,4,3,5,5,4,13,4,3,5,8,3,8,6,5,3,3,5,3,7,9,5,6,13,5,6,4,5,2,4,2,7,3
16,40,19,19,19,100,Y,2,0,6,38,6.1,6.1,238,0,13,4,5,11,12,8,8,7,2,3,6,9,4,6,4,5,10,6,6,6,4,4,7,9,4,5,3,4,6,5,4,3,4,5,10,3,7,9,6,7
16,40,20,27,27,100,Y,0,0,5,40,6.08,6.08,238,0,4,4,15,5,5,8,3,7,6,7,4,9,2,9,6,7,3,5,3,2,10,9,12,3,6,10,5,2,2,17,3,7,7,6,5,5,4,3,7,6
16,40,21,25,25,100,Y,2,0,6,38,6.1,6.1,238,0,6,5,3,4,13,7,5,7,14,4,5,5,6,7,7,8,7,4,7,4,6,6,3,6,5,4,6,6,1,8,4,6,6,7,5,4,7,14,5,7
16,40,22,20,20,100,Y,2,0,4,38,6.05,6.05,238,0,14,6,9,5,7,4,7,6,7,7,5,7,6,7,5,4,3,7,4,6,7,5,4,6,6,2,7,6,5,6,6,11,7,11,4,5,5,2,6,5
16,40,23,23,23,100,Y,2,0,4,38,6.05,6.05,238,0,6,12,9,4,8,4,7,7,5,3,3,12,13,9,6,7,3,7,5,3,6,7,8,6,3,4,2,4,7,7,13,4,8,3,4,4,4,6,4,5
16,40,24,25,25,100,Y,1,0,2,39,6,6,238,0,5,4,10,14,3,6,6,4,7,4,7,13,5,11,7,6,4,4,9,4,4,7,5,3,4,6,5,5,4,4,5,4,5,7,4,4,21,4,3,3
16,40,25,23,23,100,Y,0,0,9,40,6.17,6.17,238,0,4,9,3,8,15,9,6,7,5,10,6,6,7,9,8,3,2,2,5,5,4,3,9,4,3,6,3,5,4,6,3,2,3,5,4,6,17,8,13,10
